Reporter,Partner,Date of Signature,Date of entry into force
Slovenia,India,14-Jun-11,---
Slovenia,Israel,13-May-98,2-Oct-99
Slovenia,Kuwait,26-Apr-02,28-Jul-04
Slovenia,Lithuania,13-Oct-98,15-May-02
Slovenia,"Macedonia, TFYR",5-Jun-96,21-Sep-99
Slovenia,Malta,15-Mar-01,6-Nov-01
Slovenia,"Moldova, Republic of",10-Apr-03,1-Jun-04
Slovenia,Netherlands,24-Sep-96,1-Aug-98
Slovenia,Poland,28-Jun-96,31-Mar-00
Slovenia,Portugal,14-May-97,4-May-00
Slovenia,Romania,24-Jan-96,24-Nov-96
Slovenia,Russian Federation,8-Apr-00,---
Slovenia,Serbia,18-Jun-02,1-May-04
Slovenia,Singapore,25-Jan-99,8-Sep-00
Slovenia,Slovakia,28-Jul-93,28-Mar-96
Slovenia,Spain,15-Jul-98,3-Apr-00
Slovenia,Sweden,5-Oct-99,12-May-01
Slovenia,Switzerland,9-Nov-95,20-Mar-97
Slovenia,Thailand,18-Feb-00,20-Oct-02
Slovenia,Turkey,23-Mar-04,19-Jun-06
Slovenia,Ukraine,30-Mar-99,1-Jun-00
Slovenia,United Kingdom,3-Jul-96,27-Mar-99
Slovenia,Uzbekistan,7-Oct-03,18-May-04
Slovakia,Austria,15-Oct-90,1-Oct-91
Slovakia,Belarus,26-Aug-05,1-Sep-06
Slovakia,Belgium and Luxembourg,24-Apr-89,13-Feb-92
Slovakia,Bosnia and Herzegovina,2-Jun-08,19-Nov-09
Slovakia,Bulgaria,24-Nov-05,18-Nov-06
Slovakia,Canada,20-Jul-10,14-Mar-12
Slovakia,China,7-Dec-05,25-May-07
Slovakia,Croatia,1-Jul-08,18-Nov-09
Slovakia,Cuba,22-Mar-97,5-Dec-97
Slovakia,Denmark,6-Mar-91,19-Sep-92
Slovakia,Egypt,30-Apr-97,1-Jan-00
Slovakia,Finland,6-Nov-90,23-Oct-91
Slovakia,France,13-Sep-90,27-Sep-91
Slovakia,Germany,2-Oct-90,2-Aug-92
Slovakia,Greece,3-Jun-91,31-Dec-92
Slovakia,Hungary,15-Jan-93,19-Jul-96
Slovakia,India,25-Sep-06,27-Sep-07
Slovakia,Indonesia,12-Jul-94,1-Mar-95
Slovakia,Israel,8-Sep-99,24-Jun-03
Slovakia,Jordan,21-Feb-08,9-Jun-10
Slovakia,Kazakhstan,21-Nov-07,---
Slovakia,Kenya,14-Dec-11,---
Slovakia,"Korea, DPR",27-Jan-09,6-Dec-09
Slovakia,"Korea, Republic of",27-May-05,7-Feb-06
Slovakia,Kuwait,17-Feb-09,---
Slovakia,Latvia,9-Apr-98,30-Oct-98
Slovakia,Lebanon,20-Feb-09,---
Slovakia,Libyan Arab Jamahiriya,20-Feb-09,---
Slovakia,"Macedonia, TFYR",25-Jun-09,25-Aug-11
Slovakia,Malta,7-Sep-99,29-May-00
Slovakia,Mexico,26-Oct-07,8-Apr-09
Slovakia,"Moldova, Republic of",7-Apr-08,15-Nov-09
Slovakia,Morocco,14-Jun-07,---
Slovakia,Netherlands,29-Apr-91,1-Oct-92
Slovakia,Norway,21-May-91,6-Aug-92
Slovakia,Poland,18-Aug-94,14-Mar-96
Slovakia,Portugal,10-Jul-95,15-May-99
Slovakia,Romania,3-Mar-94,7-Mar-96
Slovakia,Russian Federation,30-Nov-93,2-Aug-96
Slovakia,Serbia,11-Sep-04,13-Oct-05
Slovakia,Singapore,13-Oct-06,6-Jun-07
Slovakia,Slovenia,28-Jul-93,28-Mar-96
Slovakia,Spain,12-Dec-90,28-Nov-91
Slovakia,Sweden,13-Nov-90,25-Nov-91
Slovakia,Switzerland,5-Oct-90,7-Aug-91
Slovakia,Syrian Arab Republic,18-Feb-09,9-Dec-09
Slovakia,Tajikistan,14-Feb-94,12-Mar-96
Slovakia,Turkey,13-Oct-09,---
Slovakia,Turkmenistan,17-Nov-95,10-Mar-99
Slovakia,Ukraine,22-Jun-94,3-Apr-96
Slovakia,United Kingdom,10-Jul-90,26-Oct-92
Slovakia,United States,22-Oct-91,19-Dec-92
Slovakia,Uzbekistan,6-Mar-03,17-Oct-03
Slovakia,VietNam,17-Dec-09,18-Aug-11
Singapore,Bahrain,27-Oct-03,8-Dec-04
Singapore,Bangladesh,24-Jun-04,19-Nov-04
Singapore,Belarus,15-May-00,13-Jan-01
Singapore,Belgium and Luxembourg,17-Nov-78,27-Nov-80
Singapore,Bulgaria,15-Sep-03,10-Feb-06
Singapore,Cambodia,4-Nov-96,24-Feb-00
Singapore,Canada,30-Jul-71,30-Jul-71
Singapore,China,21-Nov-85,7-Feb-86
Singapore,Czech Republic,8-Apr-95,8-Oct-95
Singapore,Egypt,15-Apr-97,20-Mar-02
Singapore,France,8-Sep-75,18-Oct-76
Singapore,Germany,3-Oct-73,1-Oct-75
Singapore,Hungary,17-Apr-97,1-Jan-99
Singapore,Indonesia,16-Feb-05,21-Jun-06
Singapore,Jordan,16-May-04,22-Aug-05
Singapore,"Korea, DPR",2-Dec-08,18-Mar-09
Singapore,Kuwait,5-Nov-09,---
Singapore,Lao PDR,24-Mar-97,26-Mar-98
Singapore,Latvia,7-Jul-98,18-Mar-99
Singapore,Libyan Arab Jamahiriya,8-Apr-09,---
Singapore,Mauritius,4-Mar-00,19-Apr-00
Singapore,Mexico,12-Nov-09,4-Apr-11
Singapore,Mongolia,24-Jul-95,7-Jan-96
Singapore,Netherlands,16-May-72,7-Sep-73
Singapore,Oman,10-Dec-07,12-Oct-08
Singapore,Pakistan,8-Mar-95,4-May-95
Singapore,Peru,27-Feb-03,---
Singapore,Poland,3-Jun-93,29-Dec-93
Singapore,Russian Federation,21-Sep-10,---
Singapore,Saudi Arabia,10-Apr-06,5-Oct-07
Singapore,Slovakia,13-Oct-06,6-Jun-07
Singapore,Slovenia,25-Jan-99,8-Sep-00
Singapore,Sri Lanka,9-May-80,30-Sep-80
Singapore,Switzerland,6-Mar-78,3-May-78
Singapore,Taiwan Province of China,9-Apr-90,9-Apr-90
Singapore,Turkey,19-Feb-08,27-Mar-10
Singapore,Ukraine,18-Sep-06,---
Singapore,United Kingdom,22-Jul-75,22-Jul-75
Singapore,Uzbekistan,15-Jul-03,23-Nov-03
Singapore,VietNam,29-Oct-92,25-Dec-92
Singapore,Zimbabwe,1-Sep-00,---
Sierra Leone,China,16-May-01,---
Sierra Leone,Germany,8-Apr-65,10-Dec-66
Sierra Leone,United Kingdom,13-Jan-00,---
Seychelles,Bahrain,24-Apr-10,---
Seychelles,China,10-Feb-07,---
Seychelles,Cyprus,28-May-98,19-Mar-99
Seychelles,Egypt,22-Jan-02,---
Seychelles,India,2-Jun-10,---
Seychelles,Monaco,4-Jan-10,---
Seychelles,Zambia,7-Dec-10,---
Serbia,Albania,26-Nov-02,14-May-04
Serbia,Algeria,13-Feb-12,---
Serbia,Austria,12-Oct-01,1-Aug-02
Serbia,Azerbaijan,8-Jun-11,14-Dec-11
Serbia,Belarus,6-Mar-96,25-Jan-97
Serbia,Belgium and Luxembourg,6-Mar-04,12-Aug-07
Serbia,Bosnia and Herzegovina,18-Dec-01,25-Aug-04
Serbia,Bulgaria,13-Feb-96,13-Sep-96
Serbia,China,18-Dec-95,13-Sep-96
Serbia,Croatia,18-Aug-98,31-Jan-02
Serbia,Cyprus,21-Jul-05,9-Dec-05
Serbia,Czech Republic,4-Jun-10,16-Mar-11
Serbia,Denmark,15-May-09,---
Serbia,Egypt,24-May-05,---
Serbia,Finland,23-May-05,29-Oct-05
Serbia,France,28-Mar-74,3-Mar-75
Serbia,Germany,10-Jul-89,25-Oct-90
Serbia,Ghana,25-Apr-00,7-Jul-00
Serbia,Greece,25-Jun-97,13-Mar-98
Serbia,Guinea,22-Oct-96,13-Mar-98
Serbia,Hungary,20-Jun-01,30-Mar-05
Serbia,India,31-Jan-03,24-Feb-09
Serbia,Indonesia,6-Sep-11,---
Serbia,"Iran, Islamic Republic of",5-Dec-03,7-Jul-06
Serbia,Israel,28-Jul-04,31-Dec-04
Serbia,Italy,11-Dec-00,18-May-01
Serbia,Kazakhstan,7-Oct-10,---
Serbia,"Korea, DPR",26-Aug-98,14-Aug-00
Serbia,Kuwait,19-Jan-04,1-Apr-05
Serbia,Libyan Arab Jamahiriya,18-Feb-04,29-Oct-05
Serbia,Lithuania,29-Mar-05,2-Dec-05
Serbia,"Macedonia, TFYR",4-Sep-96,11-Oct-96
Serbia,Malta,2-Jul-10,---
Serbia,Montenegro,29-Oct-09,---
Serbia,Netherlands,16-Apr-07,---
Serbia,Nigeria,1-Jun-02,7-Feb-03
Serbia,Poland,3-Sep-96,23-Jan-97
Serbia,Portugal,19-Sep-09,24-Jul-10
Serbia,Romania,28-Nov-95,13-Sep-96
Serbia,Russian Federation,11-Oct-95,29-Dec-95
Serbia,Slovakia,11-Sep-04,13-Oct-05
Serbia,Slovenia,18-Jun-02,1-May-04
Serbia,Spain,25-Jun-02,31-Mar-04
Serbia,Sweden,10-Nov-78,21-Nov-79
Serbia,Switzerland,7-Dec-05,20-Jul-11
Serbia,Turkey,2-Mar-01,10-Dec-03
Serbia,Ukraine,9-Jan-01,14-Aug-01
Serbia,United Kingdom,6-Nov-02,14-May-04
Serbia,Zimbabwe,19-Sep-96,22-Jul-97
Senegal,Argentina,6-Apr-93,1-Feb-10
Senegal,Egypt,5-Mar-98,---
Senegal,Germany,24-Jan-64,16-Jan-66
Senegal,India,3-Jul-08,---
Senegal,Italy,13-Oct-00,---
Senegal,"Korea, Republic of",12-Jul-84,2-Sep-85
Senegal,Malaysia,11-Feb-99,---
Senegal,Mali,12-Apr-05,---
Senegal,Mauritius,14-Mar-02,14-Oct-09
Senegal,Morocco,15-Nov-06,---
Senegal,Netherlands,3-Aug-79,5-May-81
Senegal,Portugal,25-Jan-11,---
Senegal,Qatar,10-Jun-98,---
Senegal,Romania,19-Jun-80,20-May-84
Senegal,South Africa,5-Jun-98,---
Senegal,Spain,22-Nov-07,---
Senegal,Sweden,24-Feb-67,23-Feb-68
Senegal,Switzerland,16-Aug-62,13-Aug-64
Senegal,Syrian Arab Republic,14-Nov-75,---
Senegal,Taiwan Province of China,24-Oct-97,---
Senegal,Tunisia,17-May-84,---
Senegal,Turkey,15-Jun-10,---
Senegal,United Kingdom,7-May-80,9-Feb-84
Senegal,United States,6-Dec-83,25-Oct-90
Saudi Arabia,Austria,30-Jun-01,25-Jul-03
Saudi Arabia,Azerbaijan,9-Mar-05,---
Saudi Arabia,Belarus,20-Jul-09,7-Aug-10
Saudi Arabia,Belgium and Luxembourg,22-Apr-01,11-Jun-04
Saudi Arabia,China,29-Feb-96,1-May-97
Saudi Arabia,Czech Republic,18-Nov-09,13-Mar-11
Saudi Arabia,Egypt,13-Mar-90,18-Dec-90
Saudi Arabia,France,26-Jun-02,18-Mar-04
Saudi Arabia,Germany,29-Oct-96,9-Jan-99
Saudi Arabia,India,25-Jan-06,20-May-08
Saudi Arabia,Indonesia,15-Sep-03,5-Jul-04
Saudi Arabia,Italy,10-Sep-96,22-May-98
Saudi Arabia,Japan,30-Apr-13,---
Saudi Arabia,"Korea, Republic of",4-Apr-02,19-Feb-03
Saudi Arabia,Malaysia,25-Oct-00,14-Aug-01
Saudi Arabia,Philippines,17-Oct-94,11-Nov-96
Saudi Arabia,Singapore,10-Apr-06,5-Oct-07
Saudi Arabia,Spain,9-Apr-06,---
Saudi Arabia,Sweden,11-Mar-08,1-Oct-09
Saudi Arabia,Switzerland,1-Apr-06,9-Aug-08
Saudi Arabia,Taiwan Province of China,31-Oct-00,---
Saudi Arabia,Turkey,8-Aug-06,20-Feb-09
Saudi Arabia,Ukraine,9-Apr-08,---
Sao Tome and Principe,ipe Portugal,18-Jul-97,---
San Marino,Albania,18-May-12,---
San Marino,Bosnia and Herzegovina,2-Aug-11,24-May-12
San Marino,Bulgaria,23-Feb-07,26-Jun-07
San Marino,Croatia,7-May-04,27-Jul-05
San Marino,Cuba,1-Jan-02,---
San Marino,Cyprus,13-Sep-06,27-Jun-07
San Marino,Libyan Arab Jamahiriya,10-Dec-06,---
San Marino,Ukraine,13-Jan-06,15-Oct-08
Saint Vincent and the Grenadines,Germany,25-Mar-86,8-Jan-89
Saint Vincent and the Grenadines,Taiwan Province of China,17-Dec-09,1-Feb-10
Saint Lucia,Germany,16-Mar-85,22-Jul-87
Saint Lucia,United Kingdom,18-Jan-83,18-Jan-83
Rwanda,Belgium and Luxembourg,16-Apr-07,---
Rwanda,Germany,18-May-67,28-Feb-69
Rwanda,Mauritius,30-Jul-01,---
Rwanda,South Africa,19-Oct-00,---
Rwanda,Switzerland,15-Oct-63,15-Oct-63
Rwanda,United States,19-Feb-08,1-Jan-12
Russian Federation,Albania,11-Apr-95,29-May-96
Russian Federation,Algeria,10-Mar-06,---
Russian Federation,Angola,26-Jun-09,12-Jan-11
Russian Federation,Argentina,25-Jun-98,20-Nov-00
Russian Federation,Armenia,15-Sep-01,8-Feb-06
Russian Federation,Austria,8-Feb-90,1-Sep-91
Russian Federation,Belgium and Luxembourg,9-Feb-89,13-Oct-91
Russian Federation,Bulgaria,8-Jun-93,18-Dec-05
Russian Federation,Canada,20-Nov-89,27-Jun-91
Russian Federation,China,9-Nov-06,1-May-09
Russian Federation,Croatia,20-May-96,---
Russian Federation,Cuba,7-Jul-93,8-Jul-96
Russian Federation,Cyprus,11-Apr-97,---
Russian Federation,Czech Republic,5-Apr-94,6-Jun-96
Russian Federation,Denmark,4-Nov-93,26-Aug-96
Russian Federation,Ecuador,25-Apr-96,---
Russian Federation,Egypt,23-Sep-97,12-Jun-00
Russian Federation,Equatorial Guinea,6-Jun-11,---
Russian Federation,Ethiopia,10-Feb-00,6-Jun-00
Russian Federation,Finland,8-Feb-89,15-Aug-91
Russian Federation,France,4-Jul-89,18-Jul-91
Russian Federation,Germany,13-Jun-89,5-Aug-91
Russian Federation,Greece,30-Jun-93,23-Feb-97
Russian Federation,Hungary,6-Mar-95,29-May-96
Russian Federation,India,23-Dec-94,5-Aug-96
Russian Federation,Indonesia,6-Sep-07,---
Russian Federation,Italy,17-Dec-02,17-Dec-02
Russian Federation,Japan,13-Nov-98,27-May-00
Russian Federation,Jordan,13-Jan-07,---
Russian Federation,Kazakhstan,6-Jul-98,11-Feb-00
Russian Federation,"Korea, DPR",28-Nov-96,---
Russian Federation,"Korea, Republic of",14-Dec-90,10-Jul-91
Russian Federation,Kuwait,21-Nov-94,30-May-96
Russian Federation,Lao PDR,6-Dec-96,9-Feb-06
Russian Federation,Lebanon,7-Apr-97,11-Mar-03
Russian Federation,Libyan Arab Jamahiriya,17-Apr-08,15-Oct-10
Russian Federation,Lithuania,29-Jun-99,24-May-04
Russian Federation,"Macedonia, TFYR",21-Oct-97,9-Jul-98
Russian Federation,"Moldova, Republic of",17-Mar-98,18-Jul-01
Russian Federation,Mongolia,29-Nov-95,26-Feb-06
Russian Federation,Namibia,25-Jun-09,---
Russian Federation,Netherlands,5-Oct-89,20-Jul-91
Russian Federation,Nicaragua,26-Jan-12,---
Russian Federation,Nigeria,24-Jun-09,---
Russian Federation,Norway,4-Oct-95,21-May-98
Russian Federation,Philippines,12-Sep-97,29-Oct-98
Russian Federation,Poland,2-Oct-92,---
Russian Federation,Portugal,21-Jul-94,---
Russian Federation,Qatar,12-Feb-07,4-Jun-09
Russian Federation,Romania,29-Sep-93,19-Jul-96
Russian Federation,Serbia,11-Oct-95,29-Dec-95
Russian Federation,Singapore,21-Sep-10,---
Russian Federation,Slovakia,30-Nov-93,2-Aug-96
Russian Federation,Slovenia,8-Apr-00,---
Russian Federation,South Africa,23-Nov-98,12-Apr-00
Russian Federation,Spain,26-Oct-90,28-Nov-91
Russian Federation,Sweden,19-Apr-95,7-Jun-96
Russian Federation,Switzerland,1-Dec-90,26-Aug-91
Russian Federation,Syrian Arab Republic,27-Jan-05,13-Jul-07
Russian Federation,Tajikistan,16-Apr-98,---
Russian Federation,Thailand,17-Oct-02,---
Russian Federation,Turkey,15-Dec-97,17-May-00
Russian Federation,Turkmenistan,25-Mar-09,23-Aug-10
Russian Federation,Ukraine,17-Nov-98,27-Jan-00
Russian Federation,United Arab Emirates,28-Jun-10,---
Russian Federation,United Kingdom,6-Apr-89,3-Jul-91
Russian Federation,United States,17-Jun-92,---
Russian Federation,Uzbekistan,22-Dec-97,---
Russian Federation,Venezuela,7-Nov-08,26-Nov-09
Russian Federation,VietNam,16-Jun-94,3-Jul-96
Russian Federation,Yemen,1-Dec-02,17-Jun-05
Romania,Albania,11-May-95,2-Sep-95
Romania,Algeria,28-Jun-94,30-Dec-95
Romania,Argentina,29-Jul-93,1-May-95
Romania,Armenia,20-Sep-94,24-Dec-95
Romania,Australia,21-Jun-93,22-Apr-94
Romania,Austria,15-May-96,1-Jul-97
Romania,Azerbaijan,11-Oct-06,---
Romania,Bangladesh,13-Mar-87,31-Oct-87
Romania,Belarus,31-May-95,8-Jan-97
Romania,Belgium and Luxembourg,4-Mar-96,9-Mar-01
Romania,Bolivia,9-Oct-95,16-Mar-97
Romania,Bosnia and Herzegovina,18-Jun-10,12-Jan-12
Romania,Bulgaria,1-Jun-94,23-May-95
Romania,Cameroon,30-Aug-80,24-Sep-81
Romania,Canada,8-May-09,23-Nov-11
Romania,Chile,4-Jul-95,27-Jul-97
Romania,China,16-Apr-07,1-Sep-09
Romania,Croatia,30-Apr-10,20-Jul-11
Romania,Cuba,27-Jan-96,22-May-97
Romania,Cyprus,26-Jul-91,10-Jul-93
Romania,Czech Republic,22-Jan-08,30-Jul-09
Romania,Denmark,14-Jun-94,24-Aug-95
Romania,Egypt,24-Nov-94,3-Apr-96
Romania,Finland,26-Mar-92,6-Jan-93
Romania,France,21-Mar-95,20-Jun-96
Romania,Gabon,11-Apr-79,18-Sep-82
Romania,Georgia,11-Dec-97,12-Jun-98
Romania,Germany,25-Jun-96,12-Dec-98
Romania,Ghana,14-Sep-89,---
Romania,Greece,23-May-97,11-Jun-98
Romania,Hungary,16-Sep-93,6-May-96
Romania,India,16-Feb-09,---
Romania,Indonesia,27-Jun-97,21-Aug-99
Romania,"Iran, Islamic Republic of",26-Jan-03,12-Jan-05
Romania,Israel,12-Aug-10,---
Romania,Jordan,2-Jul-92,16-Mar-99
Romania,Kazakhstan,2-Mar-10,---
Romania,"Korea, DPR",23-Jan-98,31-Mar-01
Romania,"Korea, Republic of",6-Sep-06,---
Romania,Kuwait,21-May-91,26-Jul-92
Romania,Latvia,27-Nov-01,22-Aug-02
Romania,Lebanon,15-Apr-09,---
Romania,Lithuania,8-Mar-94,15-Dec-94
Romania,"Macedonia, TFYR",12-Jun-00,13-Feb-02
Romania,Malaysia,25-Jun-96,8-May-97
Romania,Mauritania,14-Mar-88,19-Dec-89
Romania,Mauritius,20-Jan-00,20-Dec-00
Romania,"Moldova, Republic of",14-Aug-92,15-Jun-97
Romania,Mongolia,6-Nov-95,15-Aug-96
Romania,Morocco,26-Jan-08,15-Oct-12
Romania,Netherlands,19-Apr-94,1-Feb-95
Romania,Nigeria,18-Dec-98,3-Jun-05
Romania,Norway,11-Jun-91,23-Mar-92
Romania,Pakistan,10-Jul-95,8-Aug-96
Romania,Paraguay,21-May-94,12-Apr-95
Romania,Peru,16-May-94,1-Jan-95
Romania,Philippines,18-May-94,14-Jun-98
Romania,Poland,23-Jun-94,30-Dec-94
Romania,Portugal,17-Nov-93,17-Nov-94
Romania,Qatar,6-Jun-96,27-Apr-97
Romania,Russian Federation,29-Sep-93,19-Jul-96
Romania,Senegal,19-Jun-80,20-May-84
Romania,Serbia,28-Nov-95,13-Sep-96
Romania,Slovakia,3-Mar-94,7-Mar-96
Romania,Slovenia,24-Jan-96,24-Nov-96
Romania,Spain,25-Jan-95,7-Dec-95
Romania,Sri Lanka,9-Feb-81,3-Jun-82
Romania,Sudan,8-Dec-78,---
Romania,Sweden,29-May-02,1-Apr-03
Romania,Switzerland,25-Oct-93,30-Jul-94
Romania,Syrian Arab Republic,24-Jun-08,26-Jul-09
Romania,Thailand,30-Apr-93,20-Aug-94
Romania,Tunisia,16-Oct-95,8-Aug-97
Romania,Turkey,3-Mar-08,8-Jul-10
Romania,Turkmenistan,16-Nov-94,29-Mar-96
Romania,Ukraine,23-Feb-95,---
Romania,United Arab Emirates,11-Apr-93,7-Apr-96
Romania,United Kingdom,13-Jul-95,10-Jan-96
Romania,United States,28-May-92,15-Jan-94
Romania,Uruguay,27-Sep-10,---
Romania,Uzbekistan,6-Jun-96,30-May-97
Romania,VietNam,15-Sep-94,16-Aug-95
Qatar,Albania,18-Oct-11,---
Qatar,Algeria,24-Oct-96,---
Qatar,Armenia,22-Apr-02,---
Qatar,Azerbaijan,28-Aug-07,---
Qatar,Belarus,17-Feb-01,6-Aug-04
Qatar,Belgium and Luxembourg,6-Nov-07,---
Qatar,Bosnia and Herzegovina,1-Jun-98,5-Feb-09
Qatar,Chad,22-Nov-99,---
Qatar,China,9-Apr-99,1-Apr-00
Qatar,Costa Rica,25-Dec-10,---
Qatar,Croatia,12-Nov-01,---
Qatar,Cuba,6-Nov-01,---
Qatar,Cyprus,11-Nov-08,---
Qatar,Egypt,12-Feb-99,14-Jul-06
Qatar,Eritrea,7-Aug-00,---
Qatar,Finland,12-Nov-01,8-May-03
Qatar,France,8-Jul-96,27-Jul-00
Qatar,Gambia,17-May-02,---
Qatar,Germany,14-Jun-96,19-Jan-99
Qatar,India,7-Apr-99,15-Dec-99
Qatar,Indonesia,18-Apr-00,---
Qatar,"Iran, Islamic Republic of",20-May-99,5-Nov-01
Qatar,Italy,22-Mar-00,8-Jan-04
Qatar,Jordan,28-Jan-09,---
Qatar,Kazakhstan,4-Mar-08,---
Qatar,"Korea, Republic of",16-Apr-99,16-May-99
Qatar,Lebanon,28-Apr-10,---
Qatar,Libyan Arab Jamahiriya,28-Apr-04,---
Qatar,"Macedonia, TFYR",20-May-11,13-Feb-12
Qatar,Mali,18-May-02,---
Qatar,Mauritania,25-Dec-03,---
Qatar,Mongolia,29-Nov-07,---
Qatar,Montenegro,17-Feb-09,---
Qatar,Morocco,20-Feb-99,21-May-01
Qatar,Pakistan,6-Apr-99,---
Qatar,Panama,24-Feb-10,---
Qatar,Portugal,21-Apr-09,---
Qatar,Romania,6-Jun-96,27-Apr-97
Qatar,Russian Federation,12-Feb-07,4-Jun-09
Qatar,Senegal,10-Jun-98,---
Qatar,South Africa,20-Oct-03,---
Qatar,Sudan,3-Jun-98,---
Qatar,Switzerland,12-Nov-01,15-Jul-04
Qatar,Syrian Arab Republic,24-Oct-03,---
Qatar,Tajikistan,6-May-07,---
Qatar,Timor-Leste,21-Jan-12,---
Qatar,Tunisia,28-May-96,---
Qatar,Turkey,25-Dec-01,12-Feb-08
Qatar,Yemen,7-Aug-00,---
Portugal,Albania,11-Sep-98,10-Jun-07
Portugal,Algeria,15-Sep-04,8-Sep-05
Portugal,Angola,22-Feb-08,---
Portugal,Argentina,6-Oct-94,3-May-96
Portugal,Bosnia and Herzegovina,13-Mar-02,3-Feb-09
Portugal,Brazil,9-Feb-94,---
Portugal,Bulgaria,27-May-93,20-Nov-00
Portugal,Cape Verde,26-Oct-90,4-Oct-91
Portugal,Chile,28-Apr-95,24-Feb-98
Portugal,China,9-Dec-05,26-Jul-08
Portugal,Congo,4-Jun-10,---
Portugal,"Congo, DR",3-Mar-11,---
Portugal,Croatia,9-May-95,27-Nov-97
Portugal,Cuba,8-Jul-98,18-Jun-99
Portugal,Czech Republic,12-Nov-93,3-Aug-94
Portugal,Egypt,29-Apr-99,23-Dec-00
Portugal,Equatorial Guinea,16-Jan-09,---
Portugal,Gabon,17-Dec-01,---
Portugal,Germany,16-Sep-80,23-Apr-82
Portugal,Guinea-Bissau,24-Jun-91,8-Apr-96
Portugal,Hungary,28-Feb-92,8-Oct-97
Portugal,India,28-Jun-00,19-Jul-02
Portugal,Jordan,17-Mar-09,---
Portugal,"Korea, Republic of",3-May-95,11-Aug-96
Portugal,Kuwait,23-Jul-07,28-May-11
Portugal,Latvia,27-Sep-95,17-Jul-97
Portugal,Libyan Arab Jamahiriya,14-Jun-03,19-Jun-05
Portugal,Lithuania,27-May-98,14-Aug-03
Portugal,"Macao, China",17-May-00,2-May-02
Portugal,Mauritius,12-Dec-97,3-Jan-99
Portugal,Mexico,11-Nov-99,4-Sep-00
Portugal,Morocco,17-Apr-07,---
Portugal,Mozambique,28-May-96,31-Oct-98
Portugal,Pakistan,11-Oct-96,14-Dec-96
Portugal,Paraguay,24-Nov-99,4-Nov-01
Portugal,Peru,22-Nov-94,18-Oct-95
Portugal,Philippines,8-Nov-02,14-Aug-03
Portugal,Poland,11-Mar-93,9-Nov-93
Portugal,Qatar,21-Apr-09,---
Portugal,Romania,17-Nov-93,17-Nov-94
Portugal,Russian Federation,21-Jul-94,---
Portugal,São Tomé and Principe,18-Jul-97,---
Portugal,Senegal,25-Jan-11,---
Portugal,Serbia,19-Sep-09,24-Jul-10
Portugal,Slovakia,10-Jul-95,15-May-99
Portugal,Slovenia,14-May-97,4-May-00
Portugal,Timor-Leste,20-May-02,7-Apr-04
Portugal,Tunisia,28-Feb-02,10-Nov-06
Portugal,Turkey,19-Feb-01,19-Jan-04
Portugal,Ukraine,25-Oct-00,18-Jul-03
Portugal,United Arab Emirates,19-Nov-11,---
Portugal,Uruguay,25-Jul-97,3-Nov-99
Portugal,Uzbekistan,11-Sep-01,14-Mar-10
Portugal,Venezuela,17-Jun-94,7-Oct-95
Portugal,Zimbabwe,5-May-94,---
Poland,Albania,1-Nov-06,---
Poland,Argentina,31-Jul-91,1-Sep-92
Poland,Australia,7-May-91,27-Mar-92
Poland,Austria,24-Nov-88,1-Nov-89
Poland,Azerbaijan,26-Aug-97,10-Feb-99
Poland,Bangladesh,8-Jul-97,19-Nov-99
Poland,Belarus,24-Apr-92,18-Jan-93
Poland,Belgium and Luxembourg,19-May-87,2-Aug-91
Poland,Bulgaria,11-Apr-94,9-Mar-95
Poland,Canada,26-Oct-90,22-Nov-90
Poland,Chile,5-Jul-95,17-Jan-00
Poland,China,7-Jun-88,8-Jan-89
Poland,Croatia,21-Feb-95,4-Oct-95
Poland,Cyprus,4-Jun-92,6-Jul-93
Poland,Czech Republic,16-Jul-93,29-Jun-94
Poland,Denmark,1-May-90,13-Oct-90
Poland,Egypt,1-Jul-95,17-Jan-98
Poland,Estonia,6-May-93,6-Aug-93
Poland,Finland,25-Nov-96,13-Mar-98
Poland,France,14-Feb-89,10-Feb-90
Poland,Germany,10-Nov-89,24-Feb-91
Poland,Greece,14-Oct-92,20-Feb-95
Poland,Hungary,23-Sep-92,16-Jun-95
Poland,India,7-Oct-96,31-Dec-97
Poland,Indonesia,6-Oct-92,1-Jul-93
Poland,"Iran, Islamic Republic of",2-Oct-98,26-Oct-01
Poland,Israel,22-May-91,6-May-92
Poland,Italy,10-May-89,9-Jan-93
Poland,Jordan,4-Oct-97,14-Aug-99
Poland,Kazakhstan,21-Sep-94,25-May-95
Poland,"Korea, Republic of",1-Nov-89,2-Feb-90
Poland,Kuwait,5-Mar-90,18-Dec-93
Poland,Latvia,26-Apr-93,19-Jul-93
Poland,Lithuania,28-Sep-92,6-Aug-93
Poland,"Macedonia, TFYR",28-Nov-96,22-Apr-97
Poland,Malaysia,21-Apr-93,23-Mar-94
Poland,"Moldova, Republic of",15-Nov-94,27-Jul-95
Poland,Mongolia,8-Nov-95,26-Mar-96
Poland,Montenegro,25-Oct-79,---
Poland,Morocco,24-Oct-94,9-Jul-99
Poland,Netherlands,7-Sep-92,1-Feb-94
Poland,Norway,5-Jun-90,24-Oct-90
Poland,Portugal,11-Mar-93,9-Nov-93
Poland,Romania,23-Jun-94,30-Dec-94
Poland,Russian Federation,2-Oct-92,---
Poland,Serbia,3-Sep-96,23-Jan-97
